Model,Score,Runtime
Constant,191.70188942640178,0.0019123554229736328
Constant,191.70188942640178,0.0011973381042480469
Constant,191.70188942640178,0.0012633800506591797
Constant,191.70188942640178,0.0011305809020996094
Constant,191.70188942640178,0.0014195442199707031
Ridge,181.81462206440438,0.18830490112304688
Ridge,181.81462206440438,0.16261577606201172
Ridge,181.81462206440438,0.16316890716552734
Ridge,181.81462206440438,0.1521008014678955
Ridge,181.81462206440438,0.147979736328125
Mean,191.61806854648103,0.0035610198974609375
Mean,191.61806854648103,0.0036656856536865234
Mean,191.61806854648103,0.0014753341674804688
Mean,191.61806854648103,0.004444599151611328
Mean,191.61806854648103,0.003600597381591797
ElasticNet,181.66163744223493,1.2984931468963623
ElasticNet,181.66163744223493,1.2625586986541748
ElasticNet,181.66163744223493,1.2602784633636475
ElasticNet,181.66163744223493,1.261056900024414
ElasticNet,181.66163744223493,1.27215576171875
RBF SVR,191.11887302175228,12.917489051818848
RBF SVR,191.11887302175228,12.993727207183838
RBF SVR,191.11887302175228,13.713990926742554
RBF SVR,191.11887302175228,13.263209342956543
RBF SVR,191.11887302175228,13.285082817077637
LinearReg,182.15216570004978,0.34012341499328613
LinearReg,182.15216570004978,0.34953856468200684
LinearReg,182.15216570004978,0.36626553535461426
LinearReg,182.15216570004978,0.40393519401550293
LinearReg,182.15216570004978,0.5274150371551514
GradientBoost,182.12999927447498,811.7284922599792
GradientBoost,181.9966489937338,808.8888936042786
GradientBoost,182.02718742777895,812.9501416683197
GradientBoost,181.84187646959265,823.2896978855133
GradientBoost,182.15355193583258,826.6102497577667
AdaBoost,183.70897379104932,114.42442607879639
AdaBoost,184.03467050464025,114.27723407745361
AdaBoost,184.0915166730086,114.18895769119263
AdaBoost,184.0677280600808,114.28279495239258
AdaBoost,183.9402322898012,114.38147521018982
RandomForest,180.25856002475146,356.9467236995697
RandomForest,180.39754843473239,352.544495344162
RandomForest,180.2273224799179,351.07520747184753
RandomForest,180.0106753204068,355.3695843219757
RandomForest,179.9802857663645,363.57816529273987
KNN,184.4373713030433,0.743218183517456
KNN,184.4373713030433,0.708549976348877
KNN,184.4373713030433,0.7090530395507812
KNN,184.4373713030433,0.6963176727294922
KNN,184.4373713030433,0.7051537036895752
XGBoost,183.46303051828633,44.51711130142212
XGBoost,183.46303051828633,44.756163120269775
XGBoost,183.46303051828633,45.44984149932861
XGBoost,183.46303051828633,44.126062870025635
XGBoost,183.46303051828633,44.61628317832947
Median,191.57448857430856,0.003531217575073242
Median,191.57448857430856,0.0016477108001708984
Median,191.57448857430856,0.0014650821685791016
Median,191.57448857430856,0.0014994144439697266
Median,191.57448857430856,0.0013959407806396484
Lasso,181.59665590518404,1.0834121704101562
Lasso,181.59665590518404,1.1305251121520996
Lasso,181.59665590518404,1.1326897144317627
Lasso,181.59665590518404,1.1300773620605469
Lasso,181.59665590518404,1.1313984394073486
