Model,Mean_score,Std_score,Mean_runtime,Std_runtime
EEGViT,108.82666650774703,1.510829612915651,2629.9658427715303,5.78991291782763
Ours_Pretrained,106.12608969181807,1.4560161334836934,812.3394367694855,0.8856303618021257
