Model,Score,Runtime
CNN,121.67801909335185,453.9525697231293
EEGNet,124.69296740088377,1685.6243133544922
InceptionTime,127.85180642784249,823.3169798851013
PyramidalCNN,121.50940513529528,334.2445607185364
Xception,132.5896817345398,573.8005409240723
