Model,Mean_score,Std_score,Mean_runtime,Std_runtime
EEGViT,127.21871702955741,0.6407881008554281,2662.1220799922944,1.066240979826497
Ours_Pretrained,119.22207774214792,1.71314628600465,827.0385913848877,0.5024374982745633
